DATE;Chuva;$Pressão_{Inst}$;$Pressão_{Max}$;$Pressão_{Min}$;$Temperatura_{Inst}$;$Orvalho_{Inst}$;$Temperatura_{Max}$;$Temperatura_{Min}$;$Orvalho_{Max}$;$Orvalho_{Min}$;$Umidade_{Max}$;$Umidade_{Min}$;$Umidade_{Inst}$;$Vento_{Dir}$;$Vento_{Raj}$;$Vento_{Vel}$;GLOBAL;Latitude;Longitude;Altitude;Qo
2007-01-01;0.03333333333333333;919.5708333333333;919.7708333333334;919.375;20.304166666666667;17.170833333333334;20.533333333333335;20.070833333333333;17.504166666666666;16.845833333333335;84.375;80.375;82.20833333333333;105.33333333333333;6.120833333333334;2.908333333333333;8.2691;-19.88388888;-43.96944443;854.02;42.68977923182755
2007-01-02;2.4916666666666667;920.025;920.2083333333334;919.7875;20.616666666666667;17.941666666666666;21.07916666666667;20.304166666666667;18.3;17.625;86.58333333333333;82.54166666666667;85.125;102.375;5.75;2.441666666666667;9.718;-19.88388888;-43.96944443;854.02;42.68218594099514
2007-01-03;0.6166666666666667;919.0041666666666;919.2708333333334;918.8333333333334;20.004166666666666;18.837500000000002;20.270833333333332;19.691666666666666;19.104166666666668;18.470833333333335;94.45833333333333;90.83333333333333;93.04166666666667;112.16666666666667;3.7458333333333336;1.4916666666666665;8.5312;-19.88388888;-43.96944443;854.02;42.67100281011835
2007-01-04;0.21739130434782608;916.9782608695652;917.195652173913;916.7869565217391;20.556521739130435;19.343478260869563;21.0;20.308695652173913;19.8;19.11304347826087;94.69565217391305;90.91304347826087;92.82608695652173;237.08695652173913;3.178260869565217;1.108695652173913;7.770600000000001;-19.88388888;-43.96944443;854.02;38.857807473890894
2007-01-05;0.77;916.8549999999999;917.05;916.6450000000001;20.25;19.16;20.475;20.0;19.39;18.880000000000003;94.85;91.95;93.5;124.7;2.66;0.96;6.0655;-19.88388888;-43.96944443;854.0200000000001;38.84201102545255
2007-01-06;1.5166666666666666;916.9875000000001;917.2041666666668;916.7333333333332;20.912499999999998;18.641666666666666;21.383333333333336;20.483333333333334;19.095833333333335;18.125;89.91666666666667;84.83333333333333;87.5;164.70833333333334;4.083333333333333;1.4458333333333335;12.666400000000001;-19.88388888;-43.96944443;854.02;42.61595735581448
2007-01-07;0.0;918.1818181818181;918.4272727272728;917.8772727272727;23.13181818181818;18.727272727272727;23.79090909090909;22.44090909090909;19.39090909090909;18.168181818181818;81.81818181818181;74.5909090909091;77.95454545454545;171.45454545454547;4.359090909090909;1.5727272727272728;24.7237;-19.88388888;-43.96944443;854.02;42.590465290230654
2007-01-08;0.0;917.665;917.9549999999999;917.47;23.91;18.79;24.69;23.225;19.39;18.055;78.6;70.8;74.8;153.65;4.165;1.45;20.9298;-19.88388888;-43.96944443;854.0200000000001;31.05221630519924
2007-01-09;0.1473684210526316;916.5315789473683;916.8789473684211;916.2105263157895;24.08421052631579;19.557894736842105;25.08421052631579;23.310526315789474;20.2;18.900000000000002;81.47368421052632;72.15789473684211;77.26315789473684;196.52631578947367;4.4263157894736835;1.4052631578947368;18.0783;-19.88388888;-43.96944443;854.02;41.13942772976
2007-01-10;0.06363636363636363;915.7136363636364;916.0227272727273;915.3727272727273;22.75;19.459090909090907;23.518181818181816;21.981818181818184;20.181818181818183;18.87727272727273;87.0;78.68181818181819;82.5909090909091;155.63636363636363;5.218181818181818;1.6090909090909091;14.59;-19.88388888;-43.96944443;854.02;38.64132277185964
2007-01-11;0.010526315789473684;915.1789473684212;915.5684210526315;914.978947368421;23.04736842105263;19.610526315789475;23.69473684210526;22.44736842105263;20.068421052631578;18.989473684210527;85.15789473684211;79.0;82.15789473684211;153.47368421052633;3.8894736842105266;1.3421052631578947;15.2047;-19.88388888;-43.96944443;854.02;31.836680919516123
2007-01-12;0.30434782608695654;913.2869565217391;913.6434782608695;913.1217391304348;24.44347826086957;19.92608695652174;25.082608695652173;23.652173913043477;20.652173913043477;19.417391304347827;81.65217391304348;75.04347826086956;77.82608695652173;215.0;4.9739130434782615;1.8130434782608698;22.8667;-19.88388888;-43.96944443;854.02;42.4099246911572
2007-01-13;0.12307692307692307;911.1923076923077;911.4461538461538;910.8923076923077;23.076923076923077;20.56153846153846;23.623076923076926;22.423076923076923;21.176923076923078;20.13076923076923;89.61538461538461;83.15384615384616;86.0;220.6153846153846;4.769230769230769;1.7538461538461538;6.6568000000000005;-19.883888879999997;-43.96944443;854.02;27.529077889575422
2007-01-14;0.8761904761904761;912.8904761904762;913.0999999999999;912.6428571428571;21.96666666666667;20.719047619047622;22.371428571428574;21.552380952380954;21.185714285714283;20.438095238095237;94.9047619047619;91.57142857142857;92.85714285714286;229.76190476190476;5.019047619047619;1.8333333333333333;8.6874;-19.88388888;-43.96944443;854.0199999999999;31.713456003384824
2007-01-15;0.0;915.5666666666666;915.7624999999999;915.275;22.208333333333332;20.741666666666667;22.633333333333336;21.804166666666664;21.154166666666665;20.375;93.75;89.33333333333333;91.58333333333333;248.25;4.320833333333334;1.6624999999999999;13.3934;-19.88388888;-43.96944443;854.02;42.259791923160435
2007-01-16;0.009523809523809525;917.3619047619047;917.647619047619;917.104761904762;23.15714285714286;19.947619047619046;23.847619047619048;22.46666666666667;20.547619047619047;19.428571428571427;87.38095238095238;79.38095238095238;83.38095238095238;238.8095238095238;4.328571428571429;1.6238095238095238;18.7975;-19.88388888;-43.96944443;854.0199999999999;42.20293494290345
2007-01-17;0.028571428571428574;917.5047619047618;917.7666666666667;917.2476190476191;24.185714285714283;18.738095238095237;24.66190476190476;23.595238095238095;19.280952380952378;18.20952380952381;76.9047619047619;70.95238095238095;73.57142857142857;99.71428571428571;6.061904761904762;2.6666666666666665;18.4849;-19.88388888;-43.96944443;854.0199999999999;31.02832776830677
2007-01-18;0.0;916.7315789473685;916.978947368421;916.4368421052632;24.69473684210526;18.621052631578948;25.44736842105263;24.189473684210526;19.099999999999998;18.094736842105263;72.57894736842105;66.47368421052632;70.10526315789474;184.21052631578948;4.8578947368421055;1.9473684210526316;16.1908;-19.88388888;-43.96944443;854.02;31.03251707272573
2007-01-19;0.12380952380952381;916.7714285714286;917.0857142857143;916.5428571428572;24.452380952380953;19.29047619047619;25.299999999999997;23.771428571428572;20.066666666666666;18.73333333333333;78.66666666666667;71.0952380952381;75.14285714285714;244.23809523809524;4.919047619047619;1.8333333333333333;25.261300000000002;-19.88388888;-43.96944443;854.0199999999999;36.89672985594316
2007-01-20;0.0;917.7764705882354;917.9294117647058;917.3764705882353;25.170588235294115;18.894117647058824;25.841176470588238;24.676470588235293;19.61764705882353;18.352941176470587;73.17647058823529;65.05882352941177;69.11764705882354;158.23529411764707;3.8764705882352946;1.6058823529411765;9.0928;-19.88388888;-43.96944443;854.02;30.88131116355583
2007-01-21;0.06363636363636364;917.7636363636364;918.0090909090909;917.5727272727272;24.286363636363635;19.395454545454545;25.022727272727273;23.58181818181818;20.10909090909091;18.763636363636365;80.36363636363636;71.13636363636364;75.31818181818181;200.0;4.295454545454546;1.5909090909090908;17.7524;-19.88388888;-43.96944443;854.02;41.869358811899055
2007-01-22;0.0;917.00625;917.225;916.84375;23.6375;19.46875;24.1625;23.25;19.99375;19.1125;81.125;75.125;78.125;162.25;4.20625;1.575;6.009600000000001;-19.88388888;-43.96944443;854.02;30.478596655520384
2007-01-23;1.411111111111111;916.6722222222221;916.8944444444444;916.3000000000001;21.73888888888889;18.633333333333333;22.37777777777778;21.344444444444445;19.16111111111111;18.27777777777778;85.33333333333333;79.83333333333333;83.0;155.5;5.188888888888889;2.1666666666666665;10.9076;-19.88388888;-43.96944443;854.02;29.059197447372227
2007-01-24;0.05333333333333334;917.4933333333333;917.8733333333333;917.26;22.186666666666667;18.8;22.933333333333334;21.673333333333336;19.433333333333334;17.986666666666668;85.6;77.26666666666667;82.33333333333333;112.6;4.366666666666666;1.7133333333333334;18.1779;-19.883888880000004;-43.96944443;854.02;33.54641432385473
2007-01-25;0.24705882352941178;917.8117647058823;918.0705882352942;917.5235294117647;21.72941176470588;18.78235294117647;22.405882352941177;21.258823529411767;19.21764705882353;18.22941176470588;86.17647058823529;79.88235294117646;83.88235294117646;109.23529411764706;4.894117647058824;1.8529411764705883;18.0023;-19.88388888;-43.96944443;854.02;27.599639618846922
2007-01-26;0.07500000000000001;917.1875;917.425;916.9125;23.775;19.025;24.5125;22.99375;19.6875;18.0875;80.5625;70.875;76.0625;148.6875;4.55;1.58125;11.0236;-19.88388888;-43.96944443;854.02;26.03280737444566
2007-01-27;2.91;917.155;917.4549999999999;916.8149999999999;22.195;20.035;23.085;21.675;20.509999999999998;19.555;90.55;83.35;88.1;168.0;4.4;1.4849999999999999;16.1056;-19.88388888;-43.96944443;854.0200000000001;30.760970118409716
2007-01-28;0.74;917.7149999999999;918.0;917.5049999999999;22.13;19.595;22.43;21.634999999999998;20.0;19.19;89.15;85.15;86.7;175.35;3.7600000000000002;1.205;19.8446;-19.88388888;-43.96944443;854.0200000000001;33.89706248485449
2007-01-29;0.6888888888888889;917.4000000000001;917.6999999999999;917.0470588235294;21.927777777777777;19.866666666666667;22.441176470588236;21.41764705882353;20.305882352941175;19.48235294117647;91.3529411764706;85.76470588235294;88.44444444444444;229.66666666666666;5.229411764705882;1.9666666666666666;6.3543;-19.88388888;-43.96944443;854.02;34.38928102259897
2007-01-30;1.4476190476190476;917.7523809523809;918.0142857142857;917.5857142857143;20.49047619047619;19.39047619047619;20.738095238095237;20.195238095238096;19.728571428571428;19.17142857142857;95.0952380952381;92.76190476190476;93.61904761904762;247.57142857142858;4.733333333333333;1.7571428571428571;6.1686000000000005;-19.88388888;-43.96944443;854.0199999999999;37.24966349501293
2007-01-31;0.05217391304347826;916.8347826086957;917.0782608695652;916.6043478260871;21.360869565217392;19.786956521739132;21.817391304347826;20.93913043478261;20.243478260869566;19.421739130434784;93.26086956521739;88.6086956521739;91.0;106.78260869565217;2.739130434782609;1.0304347826086957;11.7797;-19.88388888;-43.96944443;854.02;39.37970987784647
2007-02-01;0.0;917.1478260869566;917.3652173913044;916.8913043478261;21.965217391304346;19.61304347826087;22.64782608695652;21.304347826086957;20.047826086956523;19.130434782608695;89.56521739130434;83.65217391304348;86.82608695652173;107.56521739130434;3.756521739130435;1.547826086956522;15.0321;-19.88388888;-43.96944443;854.02;37.42236966661252
2007-02-02;0.0;916.9545454545455;917.2772727272727;916.7545454545453;23.12727272727273;19.400000000000002;23.813636363636363;22.354545454545455;20.19090909090909;18.79090909090909;85.31818181818181;78.68181818181819;81.36363636363636;205.8181818181818;4.072727272727272;1.4909090909090907;22.128899999999998;-19.88388888;-43.96944443;854.02;37.776572726006975
2007-02-03;1.0105263157894737;916.0947368421052;916.4947368421053;915.7684210526315;21.221052631578946;19.24736842105263;22.01578947368421;20.763157894736842;19.721052631578946;18.71578947368421;91.36842105263158;84.36842105263158;88.94736842105263;199.10526315789474;3.710526315789474;1.3473684210526315;10.271700000000001;-19.88388888;-43.96944443;854.02;31.161741340971265
2007-02-04;0.01904761904761905;915.5428571428572;915.8619047619047;915.2333333333333;22.34285714285714;19.34285714285714;23.280952380952378;21.59047619047619;20.10952380952381;18.738095238095237;88.0952380952381;80.52380952380952;84.42857142857143;86.85714285714286;4.566666666666667;1.2714285714285714;16.8668;-19.88388888;-43.96944443;854.0199999999999;37.2212045208976
